,daily_returns_tlt,daily_returns_tlt_volume,daily_returns_tsla,daily_returns_tsla_volume,target
2018-07-03,0.005108767303889206,-0.6257008363901304,-0.07206046497746743,-0.3568867717175299,0
2018-07-05,0.0028693228398097848,0.04414969776677835,-0.005836461368298962,0.4562804042061255,0
2018-07-06,0.0031063516717075856,0.19946818659446763,-0.0006470188605997018,-0.4926552727264929,0
2018-07-09,-0.006111971314481268,0.20165850244383532,0.030364831180602847,-0.1908067811588512,1
2018-07-10,-8.199409642495326e-05,-0.0792389370206954,0.012818498853246929,0.23605527307881236,1
2018-07-11,0.003936039360393551,-0.003372305994808089,-0.010764028910878909,-0.4735313068852073,0
2018-07-12,-0.00016335865392480553,-0.20316937888646014,-0.006835998745688188,0.177076395870019,0
2018-07-13,0.002614165509353894,-0.008870900086100919,0.0065673149785299145,0.08786286635006713,1
2018-07-16,-0.004318422553572843,0.22036572786950193,-0.02700752823086583,0.28544373905689824,0
2018-07-17,-0.0018821603927987596,-0.22631168169336768,0.040233405332215755,-0.11252977702869882,1
2018-07-18,-0.0037714192014429715,0.7594753232046805,0.004121858245266008,-0.20265688718432195,1
2018-07-19,0.006007735988807328,-0.08198499413967664,-0.011635802469135759,0.07041037897959823,0
2018-07-20,-0.012025523560209361,0.5598112624419154,-0.020797551759672794,-0.12751432842323496,0
2018-07-23,-0.012171896994286668,-3.495818127563499e-05,-0.03307076569824918,1.0182478582756151,0
2018-07-24,0.0031852472757754047,-0.1564530688737703,-0.01906332453825843,-0.09167740126153279,0
2018-07-25,-0.0017546791443850962,-0.051797072087139906,0.038027032479322154,-0.25289402822214246,1
2018-07-26,-0.0014229513685444228,-0.008446269742408252,-0.007709001392802728,-0.36784010698519887,0
2018-07-27,0.0014249790444258448,-0.39517731867520156,-0.02990044067243358,0.21513722709278338,0
2018-07-30,-0.0032644178454842576,0.5125071416021916,-0.02358760388976744,0.20604939463734473,0
2018-07-31,0.005122606650990846,0.056239275614491824,0.02746571093803829,-0.27337567156317555,1
2018-08-01,-0.010109449410978355,0.6524283686085208,0.011199060875398237,0.47880992927972144,1
2018-08-02,0.0014348413234301916,-0.6210612137687572,0.15888075518509792,2.1886702688191537,1
2018-08-03,0.004719764011799299,0.36498029670085197,-0.0031191523049612924,-0.4141344942603187,0
2018-08-06,0.0005871990604815469,-0.34446407640439414,-0.018087855297157618,-0.35671758343766624,0
2018-08-07,-0.004946344735077157,0.12300806442936163,0.10988304093567236,2.6889021301817255,1
2018-08-08,0.0007582778667116763,0.037247034849020366,-0.024237314927024523,-0.28329289454737516,0
2018-08-09,0.008418925745074857,0.35925214271039096,-0.048922728009071825,-0.2891947556706521,0
2018-08-10,0.0073468024711971225,0.09466195765563246,0.009280077215692906,-0.2888188729799749,1
2018-08-13,-0.0016575501408917503,-0.08283052052890605,0.002477997575444091,-0.14943246866917925,1
2018-08-14,-0.0025734683712435036,-0.43961008362040954,-0.024606492522656565,-0.30590115880575364,0
2018-08-15,0.0053266749895963805,0.9036126801574182,-0.025543665861235798,0.3004821349407034,0
2018-08-16,0.0003311532411622853,-0.2632423621147447,-0.009770929271460616,-0.37219828762318286,0
2018-08-17,0.0012414135562359707,-0.27085230725617115,-0.08925324191384709,2.3461377751853094,0
2018-08-20,0.006612663250123996,0.3358774166796743,0.009590520768550936,-0.1473721327760973,1
2018-08-21,-0.0031203810149449396,-0.17032522481578172,0.04363895733367906,-0.17683891137123153,1
2018-08-22,0.0037067545304776406,-0.06126161880136194,-0.0011804908356631838,-0.5223092896198722,0
2018-08-23,0.0015592942141979815,0.18538207060488188,-0.004385419258521872,-0.17831497792552486,0
2018-08-24,0.001966568338249708,0.09359296986393129,0.00843460060604162,-0.3049342250795405,1
2018-08-27,-0.005969905135754017,0.17815647317070282,-0.010129797713825384,2.705584978596814,0
2018-08-28,-0.005676676264911529,-0.20798522486718818,-0.02406584465168682,-0.3937036168911273,0
2018-08-29,0.001199735230845489,0.05301233360488844,-0.02235048901715575,-0.053065817615311706,0
2018-08-30,0.002189992149084663,0.037486719414066894,-0.00572356336919444,-0.027244305111735034,0
2018-08-31,-0.00230889750144303,1.0499791984532565,-0.00489880746202187,-0.2726886549299773,0
2018-09-04,-0.008182494421026476,0.6315146630988391,-0.04196916956737928,0.5520767106683475,0
2018-09-05,-0.0024999999999999467,-0.4678152187735487,-0.028690612131907822,-0.11952093787166918,0
2018-09-06,0.0035087719298245723,-0.3160808522959976,0.0011072370481233218,0.004366589840808954,1
2018-09-07,-0.008325008325008376,0.29035936977029597,-0.06323451698252192,1.8596991359719208,0
2018-09-10,0.0036098052384150314,-0.40661884900635237,0.08440966418477425,-0.30131292407947685,1
2018-09-11,-0.007026348808030103,0.13564195521326683,-0.021123800182161978,-0.39200384468501726,0
2018-09-12,0.0020217336365935257,-0.3274304121546324,0.03983108470815577,0.10060090395015142,1
2018-09-13,0.0013451029844471218,0.24850668563290856,-0.0039234581497796794,-0.3734045133589621,0
2018-09-14,-0.004617580387876741,0.152696310114516,0.019660009674521417,0.07618986574310993,1
2018-09-17,4.2172739541213033e-05,-0.12122650658758183,-0.0010843414320084177,0.010752089745707627,0
2018-09-18,-0.010584911230126948,1.0310092850709394,-0.03344753892601515,1.4967744515620982,0
2018-09-19,-0.005967095729264349,0.22655248514552184,0.04952093496648313,-0.5236020809461818,1
2018-09-20,0.004630820684332404,-0.2449660699055174,-0.0024077046548957037,-0.09474734506935423,0
2018-09-21,-0.0002560819462228414,-0.4200106300534395,0.0023129525341913926,-0.38848437316929496,1
2018-09-24,-0.002732240437158584,-0.038938402839069464,0.002407946222534374,0.06752726309269552,1
2018-09-25,-0.0009417808219177592,0.01278644625383607,0.0044039635672104005,-0.065147304088366,1
2018-09-26,0.006941468849087418,1.0208053308272227,0.02828898854010964,0.7535690061761733,1
2018-09-27,0.0008510638297871687,-0.4190120945088923,-0.0068043560283028715,-0.4461191377050099,0
2018-09-28,-0.0027210884353741083,1.0909800925266153,-0.13900995251414805,6.618131525512385,0
2018-10-01,-0.009635061391541577,0.3793423024370537,0.1723504079782412,-0.39371958870341794,1
2018-10-02,0.006543263021954182,-0.5051481331173198,-0.03043262231725652,-0.4417066607804664,0
2018-10-03,-0.017791463518946227,1.4985247026797661,-0.01950814223994679,-0.26036660953677837,0
2018-10-04,-0.006966820517286365,-0.29616973442888817,-0.04470731789987459,0.13436236090899323,0
2018-10-05,-0.008594229588704816,0.12212708256382943,-0.07043003122338909,0.8695980669380079,0
2018-10-08,-0.003361344537815114,-0.7412563069231439,-0.043703958166342316,-0.2591046824637172,0
2018-10-09,0.010029289074287684,1.665045581317195,0.048974215694100875,-0.07638825968947738,1
2018-10-10,-0.002636203866432263,0.41673186453696665,-0.022525779079943797,0.0561813284758832,0
2018-10-11,0.012070484581497842,0.04444185005593804,-0.017750788275137097,-0.378629573699823,0
2018-10-12,-0.003395142334813306,-0.5665843661326981,0.027028098125470468,-0.12164969824787797,1
2018-10-15,0.0,-0.0737453691802129,0.0015820953115956993,-0.08415143566477157,1
2018-10-16,0.0015723270440251014,-0.27093456512953906,0.0654184003698568,0.4413457317746414,1
2018-10-17,-0.005843362986220124,0.263548852595763,-0.01714037752223918,-0.07413661400489369,0
2018-10-18,-8.772699359582692e-05,-0.014499162140017008,-0.028881530537159805,-0.3825801510317772,0
2018-10-19,-0.002193367257413592,0.9720127530022167,-0.014813411630990592,0.7639880899254377,0
2018-10-22,-0.0014068407632111812,-0.7070719169096531,0.0034610059990769493,-0.43437109609668456,1
2018-10-23,0.002993748349035874,2.232591937707178,0.1276921897754273,2.5001952842507156,1
2018-10-24,0.007462031428320692,0.574745312444972,-0.018419085162781235,-0.14214201300660922,0
2018-10-25,-0.003938654583478529,-0.2481170912206635,0.08991136961639667,0.30299756971951064,1
2018-10-26,0.0057038877418902345,0.5850769313770117,0.050252533274038225,0.38640353769732805,1
2018-10-29,-0.0021746694502435826,-0.5976898751528616,0.018631098206454366,-0.4704820766160043,1
2018-10-30,-0.004358817888588606,0.28237531626252244,-0.020725080910953486,-0.3632627172173718,0
2018-10-31,-0.005516154452324673,-0.14181083536342065,0.022649404202419454,-0.21138455688145064,1
2018-11-01,-0.0015847860538826808,-0.3886566226509135,0.020279886148007575,0.11557554007739324,1
2018-11-02,-0.012257495590828893,0.9275836755666054,0.006770893874229911,-0.03298753854562597,1
2018-11-05,0.003838942951522206,-0.628297745443894,-0.01495165247510466,0.24578101934440055,0
2018-11-06,-0.0007114905727498844,-0.1222172501866935,-0.0006153485510006496,-0.14319586889068348,0
2018-11-07,0.0015129939480242882,1.89240359460194,0.020427490764088452,0.12678114701976262,1
2018-11-08,-0.00026659557451347293,-0.32660921733826,0.0093757093558835,-0.2712508106268058,1
2018-11-09,0.007555555555555538,-0.06419757744541821,-0.0021634546955507927,-0.25850266854005244,0
2018-11-12,0.006528451698279758,-0.04606611910068603,-0.05528770718626075,0.38480293151289136,0
2018-11-13,-0.0008765010079762048,0.01773601164110805,0.022527555488449424,-0.2975826765504114,1
2018-11-14,0.0008772699359593794,0.5286741676952427,0.016361005286317454,0.2567526508737188,1
2018-11-15,-0.0004382505039880469,-0.12945688916811993,0.012378323405491942,-0.09120429806798125,1
2018-11-16,0.005349000350754141,0.046586964916357276,0.01687666829310297,0.6035931300089945,1
2018-11-19,0.0030963802878325453,-0.2540641059047598,-0.0022859804115273885,0.3306210902022846,0
2018-11-20,0.0003912873353333346,0.07894642546213482,-0.016267110934957807,-0.18243243172215629,0
2018-11-21,-0.0002607561929596214,-0.24183061401526618,-0.02752135277370371,-0.4074605861466646,0
2018-11-23,0.0009563554164493393,-0.41922993193265856,-0.03595930920274437,-0.12173545851625034,0
2018-11-26,-0.0022583166854859282,1.1266790704655292,0.061165644171779165,0.9061760715677256,1
2018-11-27,0.0013058239749281775,0.015958687697075424,-0.005868069607446347,-0.22453356920046696,0
2018-11-28,-0.005390366892714216,0.3105665502883088,0.01151464045825934,-0.33272001797156636,1
2018-11-29,0.004283216783216748,-0.12034557728032569,-0.019260068416362408,-0.24783201809932986,0
2018-11-30,0.0036556706414831996,0.3087399839926477,0.027024650467508682,0.7853972243896445,1
2018-12-03,0.004856473853091625,-0.008113927975693103,0.02354519249978604,0.49976600339961896,1
2018-12-04,0.016829205143695347,0.8138862824506445,0.002658376087441461,0.026197654408061988,1
2018-12-06,0.0030555084026482326,-0.06883700022850237,0.009640332664615059,-0.06563928130452257,1
2018-12-07,0.0019673379590454676,-0.49048061680667443,-0.014294882388586005,0.45256668626568186,0
2018-12-10,0.004116964002955914,0.13920271210819002,0.02031435428665329,-0.4330165753671018,1
2018-12-11,0.0,-0.12974029702168877,0.004244947143561495,-0.039374856877547604,1
2018-12-12,-0.004541631623212861,-0.20109411402976818,8.181297553799816e-05,-0.19840972520632605,1
2018-12-13,-0.002365664075701268,-0.1928589079816868,0.027732329842931724,0.45090779604844,1
2018-12-14,0.003387533875338855,0.6720122124653649,-0.029929157048475652,-0.12387296965377403,0
2018-12-17,0.005676063470627879,0.15737863511057637,-0.047372883673860056,0.18490292875800107,0
2018-12-18,0.0037556912360210415,0.008999689301421476,-0.03290361480375559,-0.06355372070283194,0
2018-12-19,0.013127090301003452,1.3377377925691527,-0.011430098269156419,0.17213049739345387,0
2018-12-20,-0.0038788478996450992,-0.19177072579332954,-0.05305123430836689,0.05393677598887492,0
2018-12-21,8.285004142494223e-05,-0.5352100271753946,0.014572728858443185,-0.11131961701741555,1
2018-12-24,0.004804904316129566,-0.11990225824652556,-0.07570879309805889,-0.29322690755864533,0
2018-12-26,-0.010470772528650474,0.3525636030040846,0.10277655652879703,0.4816180647958497,1
2018-12-27,-0.00018330278286948776,0.09407490423957454,-0.03116167811579984,0.0482910172817399,0
2018-12-28,0.008516808613476812,-0.23557199140291796,0.05679054237987757,0.07974651224519413,1
2018-12-31,0.004379441414642304,0.9741155758837876,-0.007209309291319688,-0.34270917398415945,0
2019-01-02,0.00493624023035788,-0.20297611427267281,-0.06511690492561406,0.8227688777098339,0
2019-01-03,0.011338518215308957,0.36599148933739944,-0.030851334705306876,-0.37940309707778486,0
2019-01-04,-0.010725705265714147,-0.4172963266445685,0.05737404681828773,0.046704837864333326,1
2019-01-07,-0.0036412732182308227,-0.32799396977252815,0.05494110978144473,0.03007540544278897,1
2019-01-08,-0.0029565145977907825,0.02810720119962662,0.0015045404882592095,-0.08711673020208266,1
2019-01-09,-0.0014414562826901012,0.08979916402361998,0.009031565769471506,-0.2082988436436949,1
2019-01-10,-0.006310319227913919,-0.08547999045998789,0.01887628500531746,0.10014879086267148,1
2019-01-11,0.0036525131781015574,-0.2819909061148548,0.007074309240091559,-0.1614733156385152,1
2019-01-14,-0.003845994789297369,0.21342768904299048,-0.03641859795595226,0.04437252362434241,0
2019-01-15,-0.0036532713384257454,0.3715788919399696,0.028816850911263847,0.15848899683359385,1
2019-01-16,0.0011250000000000426,-0.3550866431707199,0.004486779247556916,-0.22438671841881608,1
2019-01-17,0.00045781828775948163,0.37065712037050424,0.003642776605279119,-0.22491856105798858,1
2019-01-18,-0.0048256926532989075,0.808729358537883,-0.1294253204666569,5.397288236066386,0
2019-01-22,0.006186773681130298,-0.4172282388202425,-0.013367745351068772,-0.4836197379098919,0
2019-01-23,-0.0003739094308266022,-0.3379637139541558,-0.03689046884432223,0.009511219134202165,0
2019-01-24,0.006358837953534646,-0.058621353123650244,0.0162789887875201,-0.34770814073876377,1
2019-01-25,-0.004129842240026438,0.16528114310073927,0.017628616950197795,-0.09981900708883407,1
2019-01-28,-0.0011611511984738199,0.03635183364591654,-0.002087542087542138,-0.10358737902379944,0
2019-01-29,0.004982147305488516,-0.20324397884782108,0.0026992374654160045,-0.28808426061059456,1
2019-01-30,-0.0011980500702304386,0.8243949564240307,0.038781210041052505,0.7956321734670377,1
2019-01-31,0.008272324936923425,0.20625438624317316,-0.005303121102670727,0.49550095867386834,0
2019-02-01,-0.007671165442835526,-0.02462500635281961,0.016648435085529822,-0.40385116901885,1
2019-02-04,-0.004340636626705252,-0.3289948303309467,0.0009126142249298308,0.005763158969391613,1
2019-02-05,0.004525638364127005,-0.23591445754013507,0.028499191909493904,-0.08598807329489977,1
2019-02-06,0.000330660494337387,-0.13156820812959968,-0.011202041260852003,-0.2604620148456007,0
2019-02-07,0.006693661680852614,0.6515772277921579,-0.0320045945180476,0.3045855421564858,0
2019-02-08,0.004720078804794081,-0.42608466746257145,-0.007346881452172216,-0.10163339470902444,0
2019-02-11,-0.004166836880591496,-0.13406745591663516,0.02515228925132651,0.204528705395149,1
2019-02-12,-0.0026664478811995185,1.0304736994513535,-0.003290524567120201,-0.2309401779074488,0
2019-02-13,-0.003701875616979322,-0.4783515954288672,-0.011699092919644993,-0.045144137856728994,0
2019-02-14,0.005531335149863814,0.20414763830982796,-0.014140234805733787,-0.008826290239846601,0
2019-02-15,0.001602070620849494,-0.049098156016322836,0.012626159615764188,-0.25016204503293005,1
2019-02-19,0.0029104324656692437,0.02763550451159591,-0.0072383657751121655,0.07456120074373551,0
2019-02-20,-0.003024605575083772,-0.13275627064052586,-0.010013416669393593,0.6321401304985252,0
2019-02-21,-0.008855362413906165,0.5898718754641477,-0.037318613030112635,0.3290701960080289,0
2019-02-22,0.005542686962276555,-0.20598578555616853,0.011845900288421918,-0.35930425826827617,1
2019-02-25,-0.002797202797202858,-0.04688800789452319,0.013607519766534404,0.07955650298895778,1
2019-02-26,0.0048675851827406635,0.1237151734097599,-0.002979578172078945,0.3737706703749948,0
2019-02-27,-0.011001642036124859,0.12175782113403621,0.05703300762230956,0.25376290220826414,1
2019-02-28,-0.003486634567491209,0.384736484503694,0.0159310027160533,-0.12622289611431503,1
2019-03-01,-0.011412862379207023,0.3322612772212461,-0.0786404427628904,1.437920857579901,0
2019-03-04,0.007668323923485376,-0.3491718694923551,-0.03176542455711673,-0.24589874945888468,0
2019-03-05,0.002257902659307476,-0.33981921078126043,-0.03035401331931309,0.10178858970722016,0
2019-03-06,0.003671255736337198,0.4001511052950435,-0.0014820705610177898,-0.4348417927859659,0
2019-03-07,0.006567461966913157,-0.0016513113292137005,0.0013394634905694591,-0.12686757514913227,1
2019-03-08,0.004046911133135156,-0.08973010337880771,0.027223427331887207,-0.046029411947164034,1
2019-03-11,-0.003043514024841598,-0.25066689038397716,0.023686340759511593,-0.1746895721717433,1
2019-03-12,0.0069216171617161315,0.2680161273343955,-0.02575122051846257,0.02105603213624674,0
2019-03-13,-0.0018551461869944497,-0.29627735288980783,0.019550411123266498,-0.08038365952006499,1
2019-03-14,-0.00687532067727048,0.7983344876133796,0.0036343497975146466,0.022193989877244746,1
2019-03-15,0.00582765034097954,-0.6213045646364508,-0.04969926886467102,0.9316562606486245,0
2019-03-18,-8.218277449045797e-05,0.05786479741632422,-0.02188066595729543,-0.2442479087800331,0
2019-03-19,-0.001890359168241984,0.6311094304537428,-0.007940041555357658,0.15678755529490718,0
2019-03-20,0.010128458498023685,0.8610992712305365,0.02288877253347299,-0.41058910208342836,1
2019-03-21,0.0022825466699274433,-0.25074738385650874,0.0019926873857405436,-0.1478794925693543,1
2019-03-22,0.015697437982919782,0.7457034683108956,-0.03431918115637955,0.4604459429852541,0
2019-03-25,0.0015614990390775407,-0.21348675099453818,-0.015681680773881435,0.16725783668284144,0
2019-03-26,-0.0008394963022186896,-0.2382752632516787,0.02790970862605091,-0.27098340949080557,1
2019-03-27,0.008882131711610786,0.8338707332201509,0.026664903895351033,0.18976540135914166,1
2019-03-28,0.003648477157360386,-0.34344539920235084,0.013386686067661024,-0.2377688968201006,1
2019-03-29,-0.0007902639481587315,0.1461267351864679,0.004199870773206937,-0.11778131281761095,1
2019-04-01,-0.016371401455235635,0.02874815265105135,0.03370866845397669,-0.1451665970812348,1
2019-04-02,0.0017689153332798302,-0.24346889722853238,-0.011515319178366346,0.06628082168665772,0
2019-04-03,-0.008668432458463715,0.21829944052664185,0.020675179289837198,0.4692335025873535,1
2019-04-04,0.002914743745445758,-0.3224304263397838,-0.08212229229503698,1.792336901546343,0
2019-04-05,0.0012109469605230405,-0.29580405385176456,0.02673637042569066,-0.4151894053970243,1
2019-04-08,-0.0033865505563619447,-0.043372247741569,-0.006582775676462038,-0.20305739356506614,0
2019-04-09,0.002912621359223211,0.5503802276726433,-0.0027457440966501823,-0.42811061550446217,0
2019-04-10,0.0022587931590836163,0.050298287169973976,0.01339941262848754,0.13142315090249435,1
2019-04-11,-0.005513522215067512,-0.15778179304846973,-0.027531968846223664,0.3830136288858679,0
2019-04-12,-0.0069199951438631,0.08926719031158381,-0.002867575241255471,-0.26067594648179215,0
2019-04-15,0.002363488182558937,-0.5356488950038274,-0.004856545128511747,0.4688341958374169,0
2019-04-16,-0.00617936417594922,1.6154288077867447,0.026015466626623684,-0.2825668638303822,1
2019-04-17,0.00016362595107577427,-0.24340385107690554,-0.007650653104533389,-0.28160499642700354,0
2019-04-18,0.005316973415133042,3.560246548258559,0.00752528399559016,0.1444721160067226,1
2019-04-22,-0.00480065093572013,-0.778295305518559,-0.03793346995535385,1.0231676128210232,0
2019-04-23,0.0018804676641321905,-0.04721829012622103,0.00412979665211477,-0.10388118017719816,1
2019-04-24,0.008323812632609728,0.06382409375559805,-0.02003712402454727,-0.1856337992110153,0
2019-04-25,-0.0013758497895759447,-0.27122941575024395,-0.042976435943169244,1.4700619610446242,0
2019-04-26,0.0034038414782397997,0.18307751565169728,-0.05062345247664335,0.0283277006094087,0
2019-04-29,-0.006138437929084972,0.6673359258064633,0.027218771272974784,-0.24890248477230248,1
2019-04-30,0.004774481917919626,-0.1508220975533061,-0.01137975666580382,-0.43228867229234036,0
2019-05-01,0.001961379031442556,0.6650887722058498,-0.019607021659893586,0.14380836983834167,0
2019-05-02,-0.004601226993865004,-0.48169578972503935,0.04303234904491271,0.44142495823267036,1
2019-05-03,0.002554537344902963,-0.20211589924976636,0.04490331039003603,0.41537401398877694,1
2019-05-06,0.0030333670374114163,-0.17571081096820795,0.0011566813048933255,-0.5467892629604667,1
2019-05-07,0.007580645161290311,0.805612956113126,-0.032408404644878264,-0.0003541722295241634,0
2019-05-08,-0.00416199775892423,-0.15279097289122812,-0.009309479478669225,-0.39663497862581953,0
2019-05-09,0.004018646519852176,0.44042341116813133,-0.011358065043307719,0.12118003301605396,0
2019-05-10,-0.0014409221902017544,-0.40762174655758643,-0.010207455161583612,0.04040082806447054,0
2019-05-13,0.007937309603976317,0.6676710885799166,-0.05218988768736166,0.5125854910669418,0
2019-05-14,-0.0029436069803491227,-0.39822211029909294,0.0225100215849523,-0.32861855335628953,1
2019-05-15,0.005823229100191396,0.64908084441783,-0.0008616232982940897,0.012851811315581774,0
2019-05-16,-0.0030137203584741368,-0.18103754218711943,-0.015845981372887175,0.01664154694993747,0
2019-05-17,0.002227348659613382,-0.4394544095030122,-0.0752345067799951,1.3835979129788973,0
2019-05-20,-0.001984284467021147,0.30830707773199095,-0.027161680005647337,0.16192749772513082,0
2019-05-21,-0.0017496421186575795,-0.3275325405108964,-0.0018018895490405917,-0.1417542624714453,0
2019-05-22,0.005576800509878854,0.3710035857423739,-0.05991120651802706,0.057673868287674734,0
2019-05-23,0.011329424813817157,0.6841085567634129,0.014479215319944005,0.3238524988051332,1
2019-05-24,0.0009400705052877711,-0.5372612145433181,-0.024321158174749336,-0.4308896468791341,0
2019-05-28,0.007513500821789032,0.766665923077192,-0.010516149632692318,-0.26498048776894245,0
2019-05-29,0.0027957741008313164,0.6361171955653988,0.0061996608732513,0.1512579517175383,1
2019-05-30,0.00848323532669859,-0.04897534114614688,-0.009005213544683643,-0.34178189444045326,0
2019-05-31,0.01255905058186424,0.5488495281558279,-0.014347964714635064,0.2956269653822796,0
2019-06-03,0.004399180700956018,0.021881278644887203,-0.034882467112357096,0.289617714595954,0
2019-06-04,-0.011064207752422783,-0.35381793925954896,0.08323557343165189,0.059403342239175316,1
2019-06-05,-0.005995341199831916,-0.2676428997251733,0.014269506472074589,-0.041549694823574734,1
2019-06-06,0.0034575489819437255,0.05835976784017549,0.0478093523899592,0.5490020912851663,1
2019-06-07,0.0087289433384381,0.07584994616936669,-0.00820069875776408,-0.23495538565663765,0
2019-06-10,-0.009259905875208752,-0.33286532697697624,0.04153823572581827,-0.33016012726298527,1
2019-06-11,0.0006887828005035512,-0.19477280143825026,0.01982337467117623,0.061384628057862045,1
2019-06-12,0.0005359467115839678,0.041477826982621924,-0.03630907415937357,0.35354289937755623,0
2019-06-13,0.003443526170798794,0.9305626476882563,0.02233419511675172,0.08960499969865188,1
2019-06-14,0.00244032639365499,-0.04006472392296179,0.004815559399691471,-0.09147187307860039,1
2019-06-17,0.0015968048687713399,-0.45611213430924946,0.04704075935231722,-0.16177541458082623,1
2019-06-18,0.005127605292120085,0.6870387624068224,-0.0012887170599474862,0.010186696414573149,0
2019-06-19,0.0013224014810895302,0.2990865323899967,0.007074842039690221,-0.4834625438899943,1
2019-06-20,0.002792242094936226,-0.12309527966076383,-0.02977952547165652,0.7934420276487897,0
2019-06-21,-0.010912101143889186,0.159653146037666,0.01047406530352002,-0.314344959073922,1
2019-06-24,0.007532526820360541,-0.564786451805992,0.007886790752174466,-0.28474004114125917,1
2019-06-25,0.0034737954991692632,0.6870092867161477,-0.017304596673224704,0.07743181281990785,0
2019-06-26,-0.0068482841661648974,-0.35014524314264883,-0.0026846248350548274,0.37307590434323434,0
2019-06-27,0.006592407365310304,0.30245016515228484,0.016561730084861725,-0.2660515472559022,1
